pathway	pval	padj	ES	NES	nMoreExtreme	size
5991133	0.135271929486933	0.299129625205066	-0.445425521966773	-1.34905146319871	7028	15
5991183	0.135271929486933	0.299129625205066	-0.445425521966773	-1.34905146319871	7028	15
5991412	0.135859874049161	0.299300324033115	-0.305927549363841	-1.26265049536423	6018	50
5991064	0.136501039108256	0.299331512203789	0.3323976388104	1.28007171171401	10114	59
5991625	0.137205484186877	0.299331512203789	0.395836279693297	1.32138355882762	9526	30
5991137	0.13791724965021	0.299331512203789	-0.397416303196429	-1.32397274238877	6899	21
5991370	0.13791724965021	0.299331512203789	-0.397416303196429	-1.32397274238877	6899	21
5991303	0.140264946216155	0.302390609340066	0.266657300223923	1.21117576185497	11826	162
5992140	0.14035878112713	0.302390609340066	0.340883678180138	1.28158352806083	10280	52
5991138	0.142655594969365	0.306213108615559	-0.389519054150993	-1.31314860430466	7077	22
5991559	0.143254604902419	0.306280114332381	-0.38342571501019	-1.30770021593999	7053	23
5991979	0.143732135565537	0.306280114332381	0.365412807012022	1.29305912266551	10207	39
5992340	0.144259266386975	0.306289601821621	-0.440721691276651	-1.33480506427857	7495	15
5991173	0.146090141307022	0.309057122043013	-0.243084724727399	-1.1878149727849	5344	118
5991046	0.147102835356729	0.310080077406631	0.304288551520332	1.24355133546765	11304	82
5991791	0.151010954972364	0.317177131232277	0.373429445334547	1.29089735761889	10627	35
5991805	0.152003166098393	0.318120911905922	0.464599708468118	1.33076668689974	9985	16
5991174	0.157065425677525	0.327545691982313	0.240147559328392	1.16455897933915	14343	284
5991334	0.160669233833488	0.331925285713658	-0.308868357307458	-1.239387346015	7259	44
5991336	0.160669233833488	0.331925285713658	-0.308868357307458	-1.239387346015	7259	44
5991744	0.160864814236653	0.331925285713658	-0.414829465194031	-1.30236099836276	8243	17
5992085	0.161577569410619	0.332226160261833	0.459725342478798	1.31680489622249	10614	16
5992365	0.165445054499229	0.338988817959959	0.323714278187651	1.24245717253406	12233	58
5992371	0.167223715264041	0.341439362873617	0.330192919395221	1.24591889040043	12257	53
5991029	0.168306828320999	0.342457643736478	0.303884587306879	1.22561886041922	12826	76
5991005	0.169600316692822	0.343895451840809	0.36092086249849	1.26310632251215	11995	37
5991335	0.174688492548253	0.352991229769918	-0.300803140628964	-1.21969178667255	7864	46
5992346	0.177482802869344	0.356283147906294	-0.336940469258937	-1.24187673570878	8436	31
5991541	0.17753358223317	0.356283147906294	-0.423801264032956	-1.28355850114886	9224	15
5991142	0.178863595945225	0.35772719189045	0.240272035330857	1.15339493579819	16091	257
5991380	0.179548222030675	0.357875027584951	0.329528598022681	1.23382553592732	13122	51
5991408	0.184481339187706	0.365619250239702	0.246912004946123	1.15914728322379	16133	211
5991903	0.185990190067443	0.365619250239702	0.455958623574989	1.28334505057271	12133	15
5991200	0.186041208905103	0.365619250239702	-0.343289304895103	-1.23498521474772	8974	28
5992366	0.18645920487976	0.365619250239702	0.316406703557317	1.21849021572451	13816	59
5991040	0.186553166931179	0.365619250239702	-0.227050303865906	-1.14324667738685	6464	142
5992362	0.187984129982996	0.367195667233453	0.315940430751238	1.21669458735862	13929	59
5992210	0.188935614849188	0.367828140536957	0.381632356454573	1.25377696516332	13028	28
5991419	0.191492146596859	0.37157085399258	0.296167895960739	1.19976896327826	14629	78
5992299	0.192179938722332	0.371674732974543	0.366603566852449	1.24224139154932	13422	32
5991698	0.194318629381646	0.373758605606481	-0.255919889499948	-1.16623136982068	7893	80
5991806	0.194533062645012	0.373758605606481	0.379644379810515	1.2472458645335	13414	28
5991041	0.202240387526491	0.387296951276221	-0.199796280768549	-1.09850735066771	5343	273
5991089	0.203859649122807	0.387862838915471	-0.341290912223513	-1.21585310694866	9876	27
5991090	0.203859649122807	0.387862838915471	-0.341290912223513	-1.21585310694866	9876	27
5992207	0.205869148808811	0.389608781335012	0.41118109838516	1.24624854719038	13756	20
5991329	0.206107034494631	0.389608781335012	-0.311068095221171	-1.19835893634817	9577	37
5991375	0.212815782003974	0.399809533876091	-0.263999565069373	-1.16091594728519	8996	67
5991801	0.213472485768501	0.399809533876091	0.348698173637603	1.21283081988262	15074	36
5992212	0.213550143520848	0.399809533876091	0.397418719181387	1.23325902384634	14432	22
5991379	0.216432954194317	0.403916277572834	0.391551487685685	1.22876242369649	14708	23
5991682	0.217963014589722	0.405480401744689	-0.270786532406843	-1.16225099046021	9381	60
5992370	0.223764801959984	0.414956246672628	0.3382187725426	1.1968296154397	15891	39
5991722	0.22485662599592	0.415665560989303	-0.403158569932827	-1.22103838205649	11683	15
5991342	0.22731398707193	0.416688403719982	0.318907157155308	1.18401265876725	16527	49
5991767	0.22733920942227	0.416688403719982	-0.402189374160349	-1.21810299800123	11812	15
5991304	0.227543155615007	0.416688403719982	0.27551173117411	1.15707074959772	17860	96
5991333	0.230537473610134	0.420856571761802	-0.2919769110385	-1.16639542682134	10482	43
5991739	0.234315826556674	0.424579858743999	0.380810468129026	1.20690422532399	15962	24
5992363	0.234331911917029	0.424579858743999	0.300498212875792	1.16699326201336	17419	62
