GSM357839	GSM357841	GSM357842	GSM357843	GSM357844	GSM357845	GSM357847	GSM357848	GSM357849	GSM357850	GSM357852	GSM357853
639390	14.5718181308494	14.6092155769416	14.2220228888942	15.5213231628594	14.2255176423636	15.5213231628594	15.3934160286382	15.3655085964762	15.1985859121242	15.2779954377194	15.8275202869792	15.5894637539899
11857	15.0490933055012	15.0886699543613	15.0064070513102	15.1403317751716	14.9017415538482	15.1103927533932	15.2902193870882	15.2468636331046	14.8854417723849	14.9102613506389	15.239575121011	15.34733858447
66085	14.9017415538482	14.9858699280766	14.9501672608765	15.058298582515	14.8818555601613	15.1504425440591	15.1219414654643	15.0945203498117	15.2847338607983	15.1786571565609	15.0945203498117	15.3749274491387
13806	15.1504425440591	15.249886253062	15.2779954377194	15.1985859121242	15.1349538482821	15.2468636331046	14.7324172310237	14.6655622961366	15.6022624057058	15.6345671367226	14.5317943577385	14.648892617829
100038850	14.8484420375369	14.6939043138087	15.2847338607983	15.5267053285478	14.976990298492	15.4052299529854	15.4722371177694	15.4123502540117	14.4609486982318	14.3832829124479	15.1676170793829	15.4211309739408
12500	15.2260921812687	15.2068761649696	15.0845464638363	15.2128068429853	15.1924288296211	15.1728285135007	15.35905817717	15.2696044922782	14.4036140855838	14.3870946539559	15.1786571565609	15.2468636331046
19264	14.7735660934005	14.9821444353498	15.0540172573208	15.0798331727651	15.1985859121242	15.1294200964557	15.5363157319459	15.6073248288911	13.852212394337	14.0483793699713	15.8989023352566	15.694241680564
66105	14.9911681429406	15.0416507340907	15.0106573918572	15.1294200964557	14.9280605126664	15.0334986061168	15.1888051115527	15.1786571565609	15.0845464638363	15.0620087924708	15.2128068429853	14.9821444353498
76709	15.2203035604908	15.1985859121242	15.0620087924708	15.0540172573208	15.0540172573208	15.0064070513102	14.8163297117382	14.8484420375369	15.0064070513102	15.0742604151592	15.0845464638363	15.1349538482821
12226	14.6033460829155	14.469419214161	14.5278786054055	15.4123502540117	14.5221137596371	15.3196774094117	15.3655085964762	15.5169857380312	14.7387309416897	14.589663127923	15.2847338607983	15.2558519351736
18245	15.1446676182983	15.1349538482821	15.0334986061168	15.1349538482821	15.0620087924708	15.0845464638363	14.7387309416897	14.7075906764413	14.9280605126664	14.8646477412696	14.8589184828265	14.9102613506389
19073	15.6396553388965	15.5817703052955	15.4052299529854	15.1728285135007	15.4052299529854	15.2260921812687	14.4945440046176	14.5765804755602	13.8437471059856	13.7480606467681	15.1888051115527	15.2128068429853
22668	14.3096945655684	14.4093114089338	14.4479831857967	14.589663127923	14.4075602165777	14.5465345960115	15.4759965507668	15.3687765273229	15.4482559596375	15.4052299529854	15.3983208275082	15.4436469907418
98758	14.7045722406364	14.6448420668288	14.7324172310237	14.7811456870697	14.7811456870697	14.6655622961366	15.3141350675939	15.4211309739408	14.9664742707163	14.9501672608765	15.0620087924708	15.1888051115527
18655	15.9017106380683	15.8462521902473	15.5817703052955	15.6282841257681	15.6127539304917	15.5932224327561	13.6547289774577	13.6434557351827	15.4271991738496	15.3687765273229	13.4769823408384	13.2796939372254
14319	15.0620087924708	15.0945203498117	14.784632418448	15.1924288296211	14.8694400901153	15.2348941095766	14.7964351231592	14.7930681098611	14.586948120423	14.5446739710117	15.058298582515	14.8905063939951
18538	14.9664742707163	15.058298582515	15.0886699543613	14.8451725743347	15.0798331727651	14.8217467689879	14.517176756965	14.4303943052601	15.4857596824271	15.4722371177694	14.4396111504168	14.4624464494723
58810	14.8905063939951	14.9715398500176	14.877792850116	14.8694400901153	14.8854417723849	15.1349538482821	14.4230246043753	14.3721980583229	15.239575121011	15.3422980055921	14.9102613506389	14.7163176935587
74117	15.0984131667685	14.9664742707163	14.6983488645504	14.9664742707163	15.0284331865188	14.9324938099366	15.0064070513102	15.1219414654643	14.3846709562365	14.3744287079996	15.0064070513102	14.976990298492
228033	14.6857440589478	14.7964351231592	14.5830308723343	14.7352680525523	14.5106674078036	14.6983488645504	14.9102613506389	14.8646477412696	15.35905817717	15.34733858447	14.9580959256536	15.0490933055012
20643	15.1030542899103	15.0845464638363	14.9454433602763	14.8256229818391	14.9858699280766	14.9181581994071	14.5545776328408	14.6186271186015	14.9102613506389	14.9580959256536	14.7964351231592	14.7647780141116
215449	15.2128068429853	15.1924288296211	14.7930681098611	14.8217467689879	14.8329642715343	14.9054689439214	14.976990298492	15.0490933055012	14.361047431326	14.426295200019	14.9181581994071	14.9580959256536
12508	15.5425807521693	15.3655085964762	15.2637000156581	15.239575121011	15.2558519351736	15.1985859121242	15.3983208275082	15.2637000156581	13.0355636466653	12.8505438759221	15.0031166578936	14.9911681429406
12866	15.0163725166833	15.0692778750485	14.8163297117382	14.8100608661678	14.8484420375369	14.7964351231592	14.5739594961215	14.4283503756763	15.4169999305974	15.4482559596375	14.5346879693027	14.6298048757306
21881	15.0334986061168	15.1103927533932	15.1349538482821	15.0106573918572	15.2203035604908	15.0416507340907	13.9938532101856	13.7321003539584	15.6680684315584	15.4759965507668	14.7210931676191	14.1825119047495
16341	14.6122065876349	14.7017053720651	14.776747323457	14.9324938099366	14.7163176935587	14.9280605126664	15.0692778750485	14.9715398500176	14.7163176935587	14.8100608661678	15.0106573918572	15.0540172573208
15254	15.1403317751716	15.1294200964557	14.8731355814951	14.7647780141116	14.9102613506389	14.8047450275833	14.4479831857967	14.4396111504168	15.2260921812687	15.4123502540117	14.4656606186566	14.5372926224047
107526	14.1584515125033	14.1216632619312	15.5316718604969	15.1676170793829	15.596957990062	15.1676170793829	15.4169999305974	15.5002153755743	13.1172066039635	13.0478239211588	15.6476779099165	15.6022624057058
18301	15.1676170793829	15.1446676182983	15.1676170793829	15.0490933055012	15.1103927533932	14.9858699280766	14.6983488645504	14.7045722406364	14.281763509985	13.9865928755213	14.5952433150406	14.8132070278314
17975	14.9181581994071	14.9280605126664	14.8589184828265	14.8285398112388	14.8132070278314	14.8256229818391	14.550085847553	14.5243345507484	14.8100608661678	14.7045722406364	14.9715398500176	14.8005732653763
67803	14.2107841507111	14.1398640162938	14.8380786034785	15.0692778750485	14.8424317259953	15.0945203498117	15.0886699543613	15.1159750915487	14.4199094375726	14.5071816333444	14.9911681429406	15.1728285135007
11674	15.4653943766098	15.5002153755743	15.1985859121242	15.2068761649696	15.0886699543613	15.2068761649696	13.9452757770224	13.7574981561551	15.249886253062	15.1985859121242	13.6881427210012	13.7648520589818
68011	14.6208591348882	14.7210931676191	14.6857440589478	14.6655622961366	14.6122065876349	14.648892617829	14.9324938099366	14.877792850116	14.9454433602763	14.9399860815998	14.7647780141116	14.8285398112388
14455	14.2368815342084	14.2255176423636	14.6573438593998	14.9911681429406	14.5739594961215	14.877792850116	14.9715398500176	14.8972946402545	14.9017415538482	14.8589184828265	14.8731355814951	14.9234157324928
13681	14.9234157324928	14.7735660934005	14.8329642715343	14.7884482958141	14.8005732653763	14.6298048757306	14.6368409364669	14.3673222175228	15.1676170793829	15.0945203498117	14.6747911142828	14.2107841507111
11740	14.5689574349366	14.640463810796	14.6208591348882	14.6747911142828	14.5465345960115	14.7045722406364	14.6709450255232	14.6122065876349	15.2468636331046	15.2348941095766	14.6655622961366	14.5830308723343
68028	14.2390227306157	14.3721980583229	14.7534930107604	14.7690362337876	14.4975390363786	14.5830308723343	14.8451725743347	15.0284331865188	14.7324172310237	14.7596321865609	14.99627498124	14.9454433602763
66576	14.5643692573078	14.5576802892763	14.5927860947416	14.9234157324928	14.6448420668288	14.9234157324928	14.8132070278314	14.8694400901153	14.5952433150406	14.4175622582029	14.8285398112388	14.784632418448
15516	14.4199094375726	14.4792666321182	14.2480702352327	14.3165581032265	14.2341743527827	14.3832829124479	15.0284331865188	14.9617516340735	15.3880943805593	15.3749274491387	14.7596321865609	14.8329642715343
11840	14.7210931676191	14.7045722406364	14.6064740743749	14.7437974776408	14.5545776328408	14.589663127923	14.6298048757306	14.4832467530431	14.8529780654596	14.8451725743347	14.7352680525523	14.8589184828265
15384	14.7131407518383	14.6368409364669	14.6602889658126	14.586948120423	14.680846615111	14.6208591348882	14.361047431326	14.4247905588253	15.1728285135007	15.239575121011	14.648892617829	14.5689574349366
16818	13.8246454838077	13.852212394337	14.5599837651343	14.7534930107604	14.6033460829155	14.8132070278314	15.1403317751716	15.0742604151592	14.7075906764413	14.6368409364669	15.1403317751716	15.0886699543613
12785	14.4624464494723	14.5071816333444	14.5126164583489	14.5830308723343	14.4581852251532	14.5765804755602	14.8589184828265	14.7735660934005	14.7930681098611	14.8163297117382	14.9017415538482	14.8646477412696
12858	15.0106573918572	14.9399860815998	14.9017415538482	14.776747323457	14.9821444353498	14.8380786034785	14.1077766647191	14.0974633156329	15.0540172573208	15.1030542899103	14.0255025304644	14.2614233167847
18826	14.4562654713695	14.4832467530431	14.4727424283648	14.5243345507484	14.4199094375726	14.5346879693027	14.6655622961366	14.6939043138087	14.7884482958141	14.8818555601613	15.0886699543613	15.0284331865188
218490	14.7811456870697	14.7324172310237	14.9280605126664	14.9280605126664	14.8731355814951	14.8484420375369	14.4609486982318	14.4537118202223	14.6602889658126	14.625200745754	14.3744287079996	14.3310063428766
56758	14.9054689439214	14.9181581994071	14.8854417723849	14.8380786034785	14.9363218584458	14.9102613506389	14.9617516340735	14.9911681429406	13.0069549911321	13.0653420773505	15.2637000156581	15.3141350675939
50926	14.3870946539559	14.4537118202223	14.3213663420432	14.3870946539559	14.3096945655684	14.2162198258325	15.2128068429853	15.0886699543613	14.8694400901153	14.7811456870697	14.8694400901153	14.9363218584458
53379	14.5317943577385	14.4609486982318	14.4945440046176	14.4247905588253	14.5194416926315	14.426295200019	14.99627498124	15.0416507340907	14.7210931676191	14.6709450255232	14.7502040271327	14.7387309416897
22631	14.8646477412696	14.8005732653763	14.7045722406364	14.8529780654596	14.6857440589478	14.8285398112388	14.586948120423	14.6903702132379	14.4283503756763	14.3165581032265	14.5809347788092	14.3958735944382
59069	14.3673222175228	14.345334047681	14.361047431326	14.5599837651343	14.3016844952049	14.4175622582029	14.8646477412696	14.9054689439214	14.9363218584458	14.8905063939951	14.8100608661678	14.9181581994071
21838	14.9580959256536	14.9998342003533	14.8047450275833	14.8905063939951	14.7884482958141	14.8972946402545	14.1898925231288	14.2107841507111	14.5106674078036	14.4764707769819	14.361047431326	14.5419882408721
15381	14.3116388944642	14.3432562061249	14.3310063428766	14.485673466521	14.3310063428766	14.4945440046176	14.8285398112388	14.8132070278314	14.9715398500176	15.1676170793829	14.7930681098611	14.7534930107604
12857	14.5465345960115	14.6033460829155	14.589663127923	14.7274231722071	14.5689574349366	14.640463810796	14.6448420668288	14.5739594961215	14.7017053720651	14.8256229818391	14.550085847553	14.6122065876349
110454	15.5769456641631	15.6022624057058	15.3934160286382	15.3338838733962	15.4395648831637	15.2128068429853	14.6033460829155	14.6003820287472	12.5644135976885	12.5148061804953	14.1357916327333	14.550085847553
12461	14.4155015370165	14.4581852251532	14.5739594961215	14.4945440046176	14.5243345507484	14.5106674078036	14.7534930107604	14.6531994468004	15.1504425440591	15.0163725166833	14.5221137596371	14.4414390893218
16792	14.9715398500176	14.8329642715343	14.8132070278314	14.6983488645504	14.877792850116	14.7274231722071	14.9280605126664	15.0064070513102	13.7407252146258	13.7618825821711	14.480886032586	14.6033460829155
19384	14.7534930107604	14.7884482958141	14.6709450255232	14.5194416926315	14.7735660934005	14.5809347788092	14.1186818853012	14.3899579933719	15.1888051115527	15.1403317751716	14.2872897092361	14.1077766647191
17721	14.2872897092361	14.3016844952049	14.5071816333444	14.7324172310237	14.517176756965	14.776747323457	14.784632418448	14.8005732653763	14.0069968235787	14.2198369834776	15.4123502540117	14.7964351231592
18035	13.5607076268515	13.6762362382315	13.4067701238215	15.1446676182983	13.4657832039444	15.0798331727651	15.0490933055012	14.9102613506389	14.9399860815998	14.9280605126664	15.4722371177694	15.4857596824271
16994	12.6130471276872	12.7472814992813	14.5009301449001	15.1159750915487	14.6903702132379	15.1403317751716	15.1728285135007	15.1566936062448	14.5809347788092	14.7324172310237	15.2696044922782	15.3094103075729
